profit factor = -0.0670594927869
winning days = 774
average win = 0.0291382829665
sharpe ratio = 9.66092458073
max consecutive wins = 35
cumulative return = 81695731.0179
max consecutive losses = 4
information ratio = 0.608581044656
total days = 944
average loss = -1.97831631014
max daily return = 0.243717722594
reference cumulative return = 0.27604165477134646
average daily return = 0.019486706308
win rate = 0.8199152542372882
max daily drawdown = -0.191209997944
average_t_stats = [43.21330426009547, 83.347187143808696, 4.9922791108517108, 50.315709187191572, 156.67458864506122]
daily return stdev = 0.03201990347733949
max drawdown = 0.191209997944
total transaction fee = 0
losing days = 170

Date	Gain%	Val	Ref_value	Daily_fee
2016-03-08	2.92625%	47845058193453.43750	11027388.69222	0.00000
2016-03-09	4.00846%	49762906879244.78125	11009089.46457	0.00000
2016-03-10	-1.63846%	48947560862484.90625	10888002.09808	0.00000
2016-03-11	3.62000%	50719463159467.57812	10966021.08555	0.00000
2016-03-14	-4.31831%	48529241873453.73438	11005745.55519	0.00000
2016-03-15	4.73832%	50828713991763.22656	10876917.33621	0.00000
2016-03-16	3.82015%	52770445773849.45312	10922770.78893	0.00000
2016-03-17	2.84463%	54271568054256.78125	11014527.60929	0.00000
2016-03-18	0.37431%	54474713961298.94531	11052265.96337	0.00000
2016-03-21	2.14016%	55640560652692.93750	11093717.47451	0.00000
2016-03-22	3.14404%	57389920646911.10938	11152371.78233	0.00000
2016-03-23	4.60844%	60034699536210.84375	10966668.22596	0.00000
2016-03-24	0.83970%	60538812347681.34375	11031412.45598	0.00000
2016-03-28	2.74466%	62200395432943.57812	10972561.05296	0.00000
2016-03-29	5.12102%	65385691751883.93750	11145259.49735	0.00000
2016-03-30	-0.37785%	65138631491981.23438	11135383.50481	0.00000
2016-03-31	-4.58602%	62151360379637.50781	11167408.95289	0.00000
2016-04-01	-1.20064%	61405145844882.14844	11258787.89547	0.00000
2016-04-04	-0.67171%	60992680465678.95312	11224605.13157	0.00000
2016-04-05	1.68016%	62017457729273.14062	11195043.18592	0.00000
2016-04-06	0.54928%	62358108520087.38281	11310326.50491	0.00000
2016-04-07	1.02480%	62997156213158.25781	11248169.10650	0.00000
2016-04-08	1.49534%	63939178520578.24219	11196263.90545	0.00000
2016-04-11	0.62553%	64339138372901.81250	11153945.64365	0.00000
2016-04-12	2.09430%	65686595872066.64062	11221970.06698	0.00000
2016-04-13	-8.22541%	60283601184727.77344	11358072.77042	0.00000
2016-04-14	0.15765%	60378636822965.34375	11375440.83884	0.00000
2016-04-15	0.54438%	60707323243292.10938	11394681.58697	0.00000
2016-04-18	0.55262%	61042802006402.53125	11471094.16810	0.00000
2016-04-19	1.56408%	61997560754112.98438	11438267.74032	0.00000
2016-04-20	3.59117%	64224000012066.44531	11457886.13696	0.00000
2016-04-21	1.29048%	65052800477163.00000	11468681.48742	0.00000
2016-04-22	-2.30838%	63551132249295.26562	11539914.28532	0.00000
2016-04-25	0.60232%	63933914423760.68750	11499377.41185	0.00000
2016-04-26	9.90724%	70267999382194.18750	11518021.79173	0.00000
2016-04-27	2.58707%	72085884970045.09375	11532153.62739	0.00000
2016-04-28	0.19267%	72224775516800.57812	11490861.20460	0.00000
2016-04-29	-6.88511%	67252022449526.12500	11421257.65921	0.00000
2016-05-02	2.87169%	69183294353856.98438	11409554.50749	0.00000
2016-05-03	2.27887%	70759890807451.82812	11333954.35717	0.00000
2016-05-04	1.54516%	71853247142685.21875	11272738.35079	0.00000
2016-05-05	4.54245%	75117142076360.98438	11163721.41853	0.00000
2016-05-06	-1.87284%	73710315186048.78125	11176775.39355	0.00000
2016-05-09	7.87026%	79511508773725.50000	11205364.15785	0.00000
2016-05-10	1.36889%	80599937520415.20312	11243449.42923	0.00000
2016-05-11	2.25897%	82420667677541.70312	11160627.71464	0.00000
2016-05-12	1.74124%	83855812955626.89062	11002231.33403	0.00000
2016-05-13	0.81406%	84538452406343.90625	10994691.89918	0.00000
2016-05-16	4.88637%	88669312666648.09375	11064035.35624	0.00000
2016-05-17	1.99678%	90439845293551.10938	10969736.99693	0.00000
2016-05-18	5.52790%	95439272363109.53125	11023312.13501	0.00000
2016-05-19	5.63158%	100814012653261.20312	10983058.91173	0.00000
2016-05-20	1.79761%	102626259094232.48438	11078596.38615	0.00000
2016-05-23	0.30270%	102936913814428.95312	11114437.37744	0.00000
2016-05-24	0.49771%	103449237114006.29688	11219077.59532	0.00000
2016-05-25	8.39659%	112135449700949.14062	11264109.24197	0.00000
2016-05-26	-6.18171%	105203561377914.10938	11237657.34078	0.00000
2016-05-27	-0.00155%	105201931501308.76562	11302748.60647	0.00000
2016-05-31	5.36543%	110846467138090.85938	11330177.71824	0.00000
2016-06-01	1.26279%	112246226276071.93750	11421772.81930	0.00000
2016-06-02	0.07655%	112332152708048.75000	11498935.12686	0.00000
2016-06-03	2.06623%	114653188197481.84375	11459663.51827	0.00000
2016-06-06	-7.15826%	106446015201146.48438	11569818.18433	0.00000
2016-06-07	-0.27139%	106157127465427.82812	11583586.06233	0.00000
2016-06-08	8.59095%	115277037870192.62500	11645500.75149	0.00000
2016-06-09	-0.42104%	114791672114465.73438	11595291.82890	0.00000
2016-06-10	6.08469%	121776389774642.15625	11526809.84874	0.00000
2016-06-13	3.42203%	125943614173023.53125	11450280.50114	0.00000
2016-06-14	0.28356%	126300737443880.78125	11424388.51620	0.00000
2016-06-15	4.87965%	132463771681282.28125	11431717.20190	0.00000
2016-06-16	3.75860%	137442556167009.32812	11461551.86469	0.00000
2016-06-17	1.71190%	139795432882947.04688	11410558.01292	0.00000
2016-06-20	3.85294%	145181673893406.78125	11408487.98665	0.00000
2016-06-21	2.00603%	148094063122316.34375	11365793.59558	0.00000
2016-06-22	3.95281%	153947945135247.21875	11319722.11805	0.00000
2016-06-23	1.41782%	156130651468758.03125	11410017.79949	0.00000
2016-06-24	3.25900%	161218943219816.34375	11457709.11494	0.00000
2016-06-27	1.01566%	162856378791547.81250	11226693.23182	0.00000
2016-06-28	-0.33845%	162305188652295.62500	11317246.99721	0.00000
2016-06-29	-0.04764%	162227864378628.09375	11383584.55876	0.00000
2016-06-30	12.77201%	182947622996946.25000	11449728.94448	0.00000
2016-07-01	-0.65758%	181744601857470.03125	11530905.90873	0.00000
2016-07-05	3.33988%	187814646397977.03125	11451521.75838	0.00000
2016-07-06	7.64767%	202178093922835.56250	11546851.60125	0.00000
2016-07-07	1.53731%	205286201812402.37500	11565302.75193	0.00000
2016-07-08	-1.61037%	201980336711305.62500	11687843.38791	0.00000
2016-07-11	2.54240%	207115482104163.50000	11729977.41988	0.00000
2016-07-12	8.10530%	223902803733108.06250	11795722.34040	0.00000
2016-07-13	3.55275%	231857509976856.31250	11728505.42687	0.00000
2016-07-14	-1.62383%	228092540174740.21875	11692569.89360	0.00000
2016-07-15	5.04065%	239589888996023.84375	11697978.75585	0.00000
2016-07-18	7.61612%	257837340403198.87500	11720495.47951	0.00000
2016-07-19	1.10259%	260680219636974.56250	11670815.15762	0.00000
2016-07-20	-0.52762%	259304829911322.78125	11748343.53736	0.00000
2016-07-21	-2.98011%	251577268891417.43750	11733472.71637	0.00000
2016-07-22	4.80614%	263668437132540.15625	11785145.35628	0.00000
2016-07-25	2.68078%	270736807725928.68750	11755432.95145	0.00000
2016-07-26	-6.57656%	252931631770196.43750	11803738.24635	0.00000
2016-07-27	3.04663%	260637517752049.96875	11820671.14161	0.00000
2016-07-28	0.38734%	261647060502631.81250	11817897.50469	0.00000
2016-07-29	9.27934%	285926191207604.75000	11838305.63431	0.00000
2016-08-01	-1.67392%	281140017138017.90625	11835471.94230	0.00000
2016-08-02	1.11744%	284281576612290.25000	11729879.93011	0.00000
2016-08-03	1.99760%	289960375134687.50000	11824632.82317	0.00000
2016-08-04	-3.82309%	278874938708232.56250	11843871.36047	0.00000
2016-08-05	3.03349%	287334589767692.68750	11928898.91036	0.00000
2016-08-08	8.16239%	310787953675033.00000	11917489.98569	0.00000
2016-08-09	1.32786%	314914792916667.43750	11918501.03126	0.00000
2016-08-10	1.96736%	321110314222615.18750	11825340.29666	0.00000
2016-08-11	4.00280%	333963732543333.00000	11864355.60757	0.00000
2016-08-12	-1.81354%	327907162762366.68750	11893338.19938	0.00000
2016-08-15	3.96860%	340920496601686.12500	11947379.89639	0.00000
2016-08-16	1.03033%	344433116797886.12500	11930312.82789	0.00000
2016-08-17	1.30609%	348931727084996.00000	11914308.20310	0.00000
2016-08-18	4.35328%	364121710976187.00000	11992629.57562	0.00000
2016-08-19	2.04760%	371577475407156.62500	12007131.70510	0.00000
2016-08-22	2.96013%	382576640596474.87500	12049239.03819	0.00000
2016-08-23	2.51958%	392215969399420.93750	12071341.75325	0.00000
2016-08-24	6.79343%	418860882918554.37500	11977489.64014	0.00000
2016-08-25	2.01202%	427288451169688.00000	11980795.69349	0.00000
2016-08-26	-0.01730%	427214544638700.93750	11960653.16820	0.00000
2016-08-29	3.01766%	440106440877952.31250	11997070.07048	0.00000
2016-08-30	-3.02216%	426805731018777.12500	12013604.39144	0.00000
2016-08-31	3.95734%	443695903045654.18750	11973003.07888	0.00000
2016-09-01	2.35174%	454130456396363.56250	11977898.05723	0.00000
2016-09-02	2.86584%	467145098158607.43750	12004110.65242	0.00000
2016-09-06	-4.94802%	444030679159989.68750	12024987.31402	0.00000
2016-09-07	2.66562%	455866855422087.12500	12045627.49276	0.00000
2016-09-08	3.01436%	469608331500844.12500	12079336.87977	0.00000
2016-09-09	1.38173%	476097073026953.62500	11892503.11319	0.00000
2016-09-12	2.49180%	487960454999030.00000	12049466.80037	0.00000
2016-09-13	1.30653%	494335824636927.50000	11961852.94504	0.00000
2016-09-14	3.68002%	512527500388131.06250	11964195.82957	0.00000
2016-09-15	2.38264%	524739170778690.87500	12073400.63889	0.00000
2016-09-16	5.53729%	553795495197923.62500	12094382.57554	0.00000
2016-09-19	0.89684%	558762139523423.06250	12088175.72186	0.00000
2016-09-20	-6.65628%	521569344920471.18750	12054978.61829	0.00000
2016-09-21	3.60107%	540351418016283.87500	12113224.83498	0.00000
2016-09-22	1.46018%	548241513056718.43750	12159080.96341	0.00000
2016-09-23	2.16758%	560125103927403.93750	12143126.12719	0.00000
2016-09-26	6.20232%	594865854319956.37500	12079815.21563	0.00000
2016-09-27	3.11375%	613388500650982.87500	12137211.32880	0.00000
2016-09-28	4.09098%	638482124872820.75000	12159010.51637	0.00000
2016-09-29	3.24320%	659189381273203.87500	12030956.57023	0.00000
2016-09-30	8.40604%	714601114957451.87500	12099811.14959	0.00000
2016-10-03	-1.95119%	700657909179508.37500	12098956.20058	0.00000
2016-10-04	-8.34132%	642213759023009.75000	12027035.72738	0.00000
2016-10-05	2.13557%	655928679127935.62500	12076519.94189	0.00000
2016-10-06	-0.40218%	653290672534857.25000	12044615.91628	0.00000
2016-10-07	3.18138%	674074329203182.25000	11987694.73878	0.00000
2016-10-10	-0.73984%	669087284431955.87500	12033863.83719	0.00000
2016-10-11	3.53990%	692772322539603.75000	11899824.44075	0.00000
2016-10-12	1.40580%	702511314864387.12500	11852633.00913	0.00000
2016-10-13	0.36978%	705109041330378.62500	11813820.49340	0.00000
2016-10-14	-1.67286%	693313588136301.62500	11736101.50330	0.00000
2016-10-17	0.37595%	695920106283032.12500	11696292.94089	0.00000
2016-10-18	6.54192%	741446655728836.75000	11671715.12601	0.00000
2016-10-19	5.80129%	784460155599307.00000	11692321.82528	0.00000
2016-10-20	4.14262%	816957320178761.25000	11722167.43228	0.00000
